23.489213 33.178359 54.012135 46.285749 9.012282 33.559997 14.540607 24.293213 -0.198248 4.430678 4.432451 5.862378 5.862443 2.845341 2.845591 37.717835
25.290117 18.272893 60.000000 40.547389 21.194767 19.410366 16.773214 56.120497 4.716279 1.009619 1.202041 1.469496 1.780605 2.196719 2.707695 3.276179
56.578281 8.442784 19.399417 52.754642 9.945739 23.819588 36.011959 14.768643 2.407932 3.576430 3.992695 4.350957 -1.583135 -1.193047 -0.418447 0.510152
34.366426 11.927793 50.507633 59.688110 24.875666 4.210902 30.351575 53.288876 5.487238 5.749568 6.104565 6.382038 0.383843 0.748080 1.410817 0.447800
-5.778585 35.394111 60.000000 51.254651 22.154946 36.292402 23.702299 33.852791 1.874854 4.761692 4.761951 4.762057 3.253820 3.254388 3.254410 100.054109
57.013762 13.232326 29.039341 57.794099 16.714245 13.681858 8.362510 52.833823 5.810546 5.491839 6.266564 6.661985 0.759451 1.193899 1.709963 0.585074
36.912440 13.840257 51.995816 39.885955 33.819614 3.307077 33.097698 60.000000 4.975844 0.254292 0.498869 0.752597 1.037755 1.422228 2.134710 1.048433
23.769059 8.155801 45.122262 40.236156 44.393039 14.423608 60.000000 59.549636 4.507767 5.987664 6.259970 0.221201 0.484558 0.780474 1.171530 9.545933
55.996129 11.860317 26.684302 56.960179 30.735369 9.883953 3.142643 60.000000 3.639357 1.777056 2.371918 2.801740 3.226991 3.703440 4.307876 0.007800
10.310517 26.577883 36.362752 39.837300 10.203857 38.940148 3.978671 31.610635 -0.213153 1.772845 2.040273 2.444664 2.914052 4.759534 -1.121078 5.062616
15.726806 7.456284 55.062359 55.978793 22.277132 0.000000 39.562530 22.631995 1.287444 3.561897 3.562178 6.049115 -0.011288 0.241899 0.854029 14.584605
21.111916 12.330431 43.734630 51.280183 7.284276 4.375421 16.734017 40.944658 5.660887 5.476741 6.052551 6.301330 0.351997 0.983660 1.533298 4.844105
-5.981631 24.873390 49.231221 40.492049 20.798958 27.211517 12.261317 32.409118 3.596572 4.134502 4.363274 4.937923 0.010595 1.109779 1.487140 28.761627
-5.996969 32.659076 36.937301 30.627833 10.601663 32.572396 15.812293 33.148760 -0.271712 0.423411 0.761471 1.471566 2.366866 2.925727 3.175487 16.717697
59.754597 12.538899 28.741326 60.000000 31.464858 0.000000 13.547018 2.174858 2.658549 1.850972 2.876022 3.368934 3.779699 4.182911 5.319232 0.079891
-5.996544 10.254670 49.364272 55.789552 4.615488 9.045193 17.344841 34.807268 6.403283 3.768532 3.843041 4.112653 4.887379 -0.312851 0.185940 21.565675
25.886380 32.040948 39.300891 53.252867 3.014446 34.955568 23.245395 31.444094 2.137798 6.758227 0.494538 3.728800 3.977897 4.227916 4.429552 9.137535
51.244986 7.934042 18.816727 46.317831 15.475023 24.546734 39.947711 14.039213 2.522798 3.480941 3.949506 4.310429 4.664746 -1.231933 -0.605106 0.437511
7.338169 3.571376 19.925464 23.824471 5.846546 15.226485 33.166259 33.488181 -0.053372 4.993984 4.994950 0.437851 0.601271 0.856780 1.365351 13.806806
32.257670 7.954239 14.683331 39.311833 17.443938 0.000000 9.987780 43.499083 3.543262 1.486315 2.587294 3.219542 3.922044 4.773826 5.619431 0.279500
60.000000 13.444656 18.959691 59.988395 25.633418 2.166264 23.654493 7.078597 2.878591 8.943586 3.300515 3.657340 3.963697 4.291184 4.736883 0.225280
4.635361 3.689135 50.161954 51.605701 8.233248 40.939615 60.000000 45.541457 3.646062 5.725391 5.791593 5.849968 5.897039 2.868440 2.868960 50.076733
59.812138 15.985048 30.621313 48.436680 33.308931 5.311042 5.821276 55.267279 5.973993 6.513575 0.518043 0.864444 1.275456 1.777493 2.921889 1.824201
55.225593 9.250528 38.235186 59.761360 44.201254 18.675918 53.756187 0.000000 0.636062 4.742645 5.933736 6.282427 0.308036 0.642871 1.130887 0.086633
16.414357 8.160909 40.651023 43.828808 36.552740 0.000000 55.885987 48.011878 4.907993 5.151378 5.721391 5.909920 6.054885 -0.100791 3.001309 2.190481
26.690377 10.796875 15.221061 28.531107 20.862092 18.993236 34.096497 9.489019 2.558609 2.778608 3.840163 4.216228 4.540420 4.878974 -1.069938 1.788011
26.806719 13.008241 60.000000 55.926650 38.870064 4.665262 60.000000 54.369967 4.486607 5.652897 6.109227 6.286293 6.428618 4.040048 4.040069 13.395469
59.765403 7.755149 23.328079 49.946243 9.886323 40.190559 54.863228 12.695089 0.370621 4.801584 6.431549 0.460568 0.755735 1.095318 2.643184 2.734352
60.000000 10.627773 31.592354 40.491561 12.959311 26.005846 5.891728 57.290458 3.492781 1.634652 2.453222 2.933954 3.424388 3.888491 5.251993 2.365897
60.000000 8.343730 28.317151 55.939098 23.730911 37.271208 51.304010 2.755211 2.558791 3.343140 3.936509 4.337690 7.450042 -1.166598 -0.585798 0.503202
10.219569 6.635060 60.000000 53.981109 12.412229 5.040545 27.765890 27.046409 1.517627 4.060502 5.060721 5.438856 5.624273 5.687166 0.821166 3.836816
31.988457 9.141794 17.148298 36.031323 24.860996 10.326724 0.000000 48.136741 3.731778 8.386477 2.714566 3.210931 3.688780 4.170874 4.676439 0.139028
55.522789 11.343181 16.891611 60.000000 18.099577 0.000000 13.868381 17.476011 2.863813 6.938416 8.503945 2.940350 3.427417 3.865735 5.147940 0.082801
3.956449 8.763654 44.442389 51.740145 0.861286 13.858657 0.000000 30.794779 3.179346 2.073727 2.361755 2.706611 3.011653 3.301188 3.523432 14.802155
27.534766 12.994782 42.075498 41.145442 9.646286 25.677857 18.466517 58.835381 4.729699 5.872331 -0.838395 1.304514 1.600522 3.944612 3.944646 18.618445
10.652651 3.857280 39.230164 40.076872 16.397260 34.408076 55.289061 38.440864 0.613593 4.203725 4.203765 -0.083775 0.099526 0.295945 0.543439 18.386156
47.937142 9.971059 22.158331 44.297033 11.714349 23.658322 33.662551 11.463933 2.303559 3.714560 4.095628 4.436694 4.769207 5.142979 -0.482138 0.610871
13.507368 54.111572 48.267968 46.381999 18.991774 42.444428 13.130423 26.201947 1.361460 4.460659 4.687986 5.037032 6.560564 0.643672 0.895675 4.417029
47.218007 7.353142 17.068789 46.920148 14.205520 23.388206 39.890086 18.257959 6.408810 5.790904 6.351898 6.681575 0.706949 1.039588 1.524651 0.165234
34.951664 6.949196 19.012377 48.029965 12.515718 2.406279 26.864213 26.864624 0.033443 5.644710 5.644721 0.500441 0.667669 0.958775 1.642581 12.652435
30.782568 4.497458 15.697629 36.353158 29.312927 23.237998 53.873726 19.334495 0.390305 5.295403 6.525351 0.570221 0.890593 1.266069 1.967410 0.933392
36.171015 28.598026 35.300814 55.508685 16.712909 23.628876 11.156946 37.948730 0.163179 3.828472 3.828745 3.828863 1.038384 1.456935 1.889833 55.566332
21.622414 11.855927 60.000000 43.107806 51.928238 0.000000 59.231332 54.301401 4.496474 4.140880 1.030345 1.125497 1.263626 1.483624 2.134950 1.984433
22.934340 14.299662 39.712350 54.219740 16.815788 15.628188 11.469266 22.907068 2.462451 0.765334 1.027621 2.277120 2.950842 3.432029 3.808807 1.783529
22.510506 14.034906 60.000000 59.981967 16.305694 15.591778 34.363240 54.600079 4.693645 6.128532 6.288677 -1.410182 0.467420 0.695112 3.743716 9.347401
21.013198 8.616986 24.507389 35.046767 7.516029 10.874133 24.490153 26.370828 6.174726 6.058370 0.102060 0.323505 0.545411 0.828826 1.294795 0.367139
32.244893 11.133205 17.834882 28.704140 16.884852 12.566056 8.352676 50.115041 3.681408 1.508406 2.215012 2.682021 3.150014 3.699371 4.329845 0.452263
59.960636 8.232223 22.391674 59.450021 6.158938 25.983240 32.180075 8.296271 5.759006 6.422713 6.712437 6.991726 2.910845 2.911655 2.912810 58.293134
59.323436 14.365430 14.404165 60.000000 25.180040 11.493953 33.959110 16.429875 2.916780 2.237593 2.237859 3.791776 3.971365 4.156028 -1.937653 12.803290
24.065905 17.612295 60.000000 54.816921 5.184244 0.000000 8.239021 26.742156 0.866165 4.918787 5.207802 5.506439 5.768119 5.990676 -0.038708 2.858329
45.821756 9.406587 16.195799 41.174613 20.685160 10.322702 32.388876 15.109964 2.745192 3.158064 3.656575 4.004190 4.337790 4.706368 -1.003891 0.577666
-2.045794 41.023110 8.082942 39.525919 0.000000 57.985521 4.272274 34.745090 6.382770 1.510176 2.072594 2.614622 2.942395 3.228410 3.408136 5.584701
59.781123 14.525869 30.613647 59.341433 18.881011 19.049181 2.635197 53.300241 -0.433483 5.024439 6.605475 6.952400 7.296285 1.384348 1.817221 0.690818
22.108908 9.907357 10.652736 24.274211 13.036142 0.000000 16.717146 22.478577 2.660457 0.737201 1.984702 3.203352 3.739453 4.212018 5.225476 0.134877
28.287675 10.897183 13.957361 33.002700 17.106246 0.000000 12.552736 17.944788 2.637693 1.607044 2.514844 3.179266 3.670572 4.131788 4.955740 0.083604
20.331287 8.118738 49.259271 42.635058 31.248253 0.046846 46.102718 49.718210 4.651142 5.436069 6.372102 6.610604 0.565691 0.834275 2.918353 1.574699
18.196385 4.692201 16.805673 30.773858 16.168803 2.877814 8.619027 26.531276 2.690945 6.672162 0.640980 1.478743 2.412559 3.274555 4.864881 2.915760
35.261378 44.800302 58.713513 60.000000 25.571019 39.821503 23.149064 29.196210 2.509995 0.118553 3.255602 3.452671 3.695216 3.906873 4.070481 7.600304
25.979432 11.981524 33.632493 46.489445 22.413561 19.989664 9.257038 5.460845 2.096967 2.073888 3.171687 3.710903 4.152168 4.572661 -1.153013 0.367061
35.601249 39.094401 21.287742 60.000000 43.172186 31.202512 30.086226 11.203231 2.652542 2.995636 3.351469 3.534237 3.678568 3.803388 3.915933 2.233896
38.066706 44.103498 59.102166 55.398485 30.594893 30.002921 17.989311 22.671046 2.579326 3.146797 3.355859 3.554168 3.756521 0.136479 0.205437 6.765123
18.808843 6.665339 49.623582 56.052067 26.893803 10.699710 43.228525 23.477475 0.610510 5.059278 5.962000 6.243266 0.184646 0.415353 0.700698 0.684913
25.610350 21.778912 18.981700 37.442795 15.030979 22.247796 20.610403 14.032134 2.184872 3.613617 3.860021 4.091341 4.301492 4.499621 4.690025 3.532318
20.393618 33.829800 58.553067 57.406767 24.150845 23.280429 18.864084 34.025396 3.258980 6.414338 0.232865 0.375458 2.346333 2.841721 3.178921 2.997958
18.452372 12.747353 11.731494 26.301019 19.475191 8.622404 0.262667 47.633093 3.815419 1.670967 2.257193 2.645962 3.021103 3.372886 3.704627 0.141773
12.460096 36.805263 47.464470 36.679076 35.411445 29.655264 10.373876 28.081994 1.157978 0.770024 0.979753 1.453360 2.015228 3.955840 -1.932727 10.819155
45.543332 18.759116 47.578422 60.000000 22.984698 28.155222 8.271878 59.511032 5.561023 4.540321 4.540459 1.079137 1.388327 1.819889 2.407911 15.678241
59.785008 8.962346 12.367301 58.484249 11.210072 11.875936 27.783118 20.837792 6.338511 5.834853 6.413362 6.728662 0.737886 1.066950 1.695820 0.451892
7.689038 37.575485 45.060390 60.000000 0.583162 42.796797 15.501637 28.184004 6.333980 1.313422 1.422412 3.264841 3.265480 5.726638 -0.505114 35.966301
24.724991 7.700806 42.024592 49.324978 38.884144 5.286600 55.590769 14.196303 1.011947 3.698522 3.698618 6.426709 0.370582 0.652175 1.368365 12.945199
32.320407 10.751090 13.007877 31.723974 14.118932 5.227061 15.655715 45.664817 3.503684 1.342239 2.161308 2.604561 3.054612 3.818217 5.765769 0.456498
29.516394 19.201942 22.632579 29.320279 19.825287 4.412902 20.363586 44.614022 5.687165 4.365522 0.079270 0.240144 0.508059 2.967905 2.967987 14.261974
22.312233 17.259753 17.059398 32.310786 14.606069 0.000000 2.324417 47.435859 4.089748 7.595540 1.690056 2.018659 2.319710 2.616036 2.903960 7.573232
59.886332 5.602766 5.841134 59.990261 2.697730 11.355546 28.704856 29.389972 2.885355 2.273500 2.273854 4.113303 4.430784 4.829216 -0.856234 17.218481
25.791772 19.788347 28.401281 27.312743 25.852669 0.000000 23.240251 49.153792 5.697643 4.027239 4.027344 0.305363 0.454509 0.741969 1.695089 13.536625
